iter	Logloss
772	0.2167175648
773	0.2167066555
774	0.2166795775
775	0.2166275882
776	0.2166104402
777	0.2165722723
778	0.216554574
779	0.2165127891
780	0.216467557
781	0.2164463324
782	0.2164088544
783	0.2163871369
784	0.2163769998
785	0.2163375526
786	0.2163181499
787	0.2162688596
788	0.216248546
789	0.2162139523
790	0.2161749853
791	0.2161446039
792	0.2161015814
793	0.2160661849
794	0.2160326911
795	0.216022143
796	0.2159919192
797	0.2159658094
798	0.2159297017
799	0.2159049477
800	0.2158613208
801	0.2158309572
802	0.2158047166
803	0.2157893829
804	0.2157631429
805	0.2157356435
806	0.2157057334
807	0.2156781236
808	0.215657884
809	0.2156107157
810	0.2155855653
811	0.2155558842
812	0.2155283424
813	0.2155132778
814	0.215473048
815	0.2154477688
816	0.2154100844
817	0.2153791205
818	0.2153483321
819	0.215317774
820	0.2152957591
821	0.2152670489
822	0.2152667589
823	0.2152620066
824	0.2152305788
825	0.2152101714
826	0.2151881316
827	0.2151368334
828	0.215102232
829	0.2150681349
830	0.2150415893
831	0.2150150759
832	0.2149738859
833	0.214969635
834	0.2149413646
835	0.2149082531
836	0.2148962535
837	0.2148750857
838	0.2148423606
839	0.2148207659
840	0.2148018111
841	0.2147800022
842	0.21475975
843	0.2147427826
844	0.2147096066
845	0.2146654326
846	0.2146384493
847	0.2146115919
848	0.2145719152
849	0.2145413123
850	0.2145110383
851	0.2144881529
852	0.2144645744
853	0.2144118219
854	0.2143632191
855	0.2143511232
856	0.2142994271
857	0.2142609392
858	0.2142270889
859	0.2142125849
860	0.2141841358
861	0.2141511264
862	0.2141309329
863	0.2141038875
864	0.2140674274
865	0.214060616
866	0.2140289691
867	0.2139879889
868	0.2139540082
869	0.2139129893
870	0.2138897082
871	0.2138796478
872	0.213853113
873	0.2138269453
874	0.2137952097
875	0.213769468
876	0.2137445408
877	0.2137251434
878	0.2137145946
879	0.2136900282
880	0.2136476249
881	0.2136054651
882	0.2135728551
883	0.2135471282
884	0.2135004804
885	0.2134541792
886	0.2134441479
887	0.2134316426
888	0.2134103216
889	0.213378949
890	0.2133405493
891	0.2133073235
892	0.2132861946
893	0.2132714832
894	0.2132476351
895	0.2132082164
896	0.2131673269
897	0.213133683
898	0.2131051425
899	0.2130665278
900	0.2130492789
901	0.2130260642
902	0.2130191809
903	0.212978744
904	0.2129577692
905	0.2128992516
906	0.2128584754
907	0.212817224
908	0.212782854
909	0.2127746392
910	0.2127514735
911	0.2127316079
912	0.2127121272
913	0.2126754383
914	0.212634359
915	0.2126316195
916	0.212612641
917	0.2126002081
918	0.2125730574
919	0.2125605495
920	0.2125212091
921	0.2124763863
922	0.2124569401
923	0.2124289258
924	0.2123974878
925	0.2123731403
926	0.2123369704
927	0.2123022253
928	0.212273734
929	0.2122485901
930	0.2122210061
931	0.2121994119
932	0.2121866702
933	0.2121576063
934	0.2121563018
935	0.2121271192
936	0.2121041866
937	0.2120627077
938	0.2120195768
939	0.2119930273
940	0.2119769492
941	0.2119386881
942	0.2119112719
943	0.2119006077
944	0.2118738686
945	0.2118381058
946	0.2117993902
947	0.211786587
948	0.2117560992
949	0.2117219964
950	0.2117008514
951	0.2116665133
952	0.211640995
953	0.2116110557
954	0.2115674345
955	0.2115218725
956	0.2114892398
957	0.2114775478
958	0.2114549627
959	0.211426152
960	0.211394029
961	0.2113592835
962	0.2113365777
963	0.2112963297
964	0.2112594492
965	0.2112203497
966	0.2111986142
967	0.2111743565
968	0.2111353642
969	0.2110903512
970	0.2110572256
971	0.2110207931
972	0.2110031868
973	0.2109773946
974	0.2109475574
975	0.2109253849
976	0.2108942493
977	0.2108757172
978	0.2108437506
979	0.2108109008
980	0.2107988929
981	0.2107590736
982	0.2107451109
983	0.2107036958
984	0.210685993
985	0.2106438409
986	0.2106153523
987	0.2105700725
988	0.2105263207
989	0.2104851896
990	0.2104519345
991	0.2104208415
992	0.2103803984
993	0.2103624108
994	0.2103499038
995	0.2103203615
996	0.2102898875
997	0.2102387308
998	0.2102106565
999	0.2101904797
